,userId,company,jobTitle,company2,jobTitle2,school,schoolDegree,schoolDegree2,skill1,skill2,skill3,skill4,skill5,skill6,jobLocation2,SchoolDegree,type_skills
974,190052012.0,king abdullah city for atomic and renewable energy k●a●care,Data Management Specialist,Confidential,Data Scientist,portland state university,"Master of Science (M.S.), Engineering and Technology Management","Bachelor's degree, Computer Science",Research,Public Speaking,Higher Education,Data Analysis,Matlab,Statistics,"Riyadh, Saudi Arabia",Computer Science,Unkown
975,124815014.0,mobily,digital data scientist professional / Digital Experience Governance & Research  ,Saudi Health Council - Saudi Arabia,Big Data Specialist,prince sultan university,"Master of Software Engineering, Computer Software Engineering","Bachelor’s Degree, Computer Information Systems",Teamwork,Programming,Project Management,Research,Data Mining,Mobile Applications,"Al-Riyadh Governorate, Saudi Arabia",Information Systems,Unkown
976,822508857.0,misk academy, Data Scientist - Intern,,,majmaah university|majmaah university,"Bachelor's degree,  Information Technology - Digital Forensics",,Data Modeling,Problem Solving,Evidence Collection,Data Analysis,Research,Data Collection,,Information Technology,programming languages
977,701729460.0,delivery hero,Demand Planner,Quantum Platform,Data Analyst,umm al-qura university,"Bachelor's degree, Physics",Data science,Machine Learning,Data Visualization,Mining,HTML,Data Analysis,Python (Programming Language),"Jeddah, Makkah, Saudi Arabia",Unkown,Unkown
978,161751469.0,mobily,Modelling & Advanced Analytics Specialist ,National Housing Company (NHC),Data Scientist Officer,al-imam muhammad ibn saud islamic university,"Bachelor degree, Management information system",,Data Science,Machine Learning,Python programming language,Information security,Deep Learning,Data Visualization,,Management Information Systems,Unkown
979,252294815.0,"confidential, innovation lab",Machine Learning Engineer | Data Scientist,AlaKatk | على خطك,Co-Founder and Operations Manager,queen mary university of london,"Master's degree,  Big Data Science","Master's degree, Global Supply Chain Management",Project Management,iOS development,Web Development,Mobile Applications,Programming,Data Mining,,Unkown,Unkown
980,577851439.0,confidential government,Data Scientist,PRINCE SULTAN DEFENSE STUDIES & RESEARCH CENTER,Embedded Systems Trainee,udacity,"Nanodegree, Deep Learning","Bachelor's degree, Electrical and Computer Engineering",Machine Learning,Deep Learning,Data Science,Microcontrollers,Field-Programmable Gate Arrays (FPGA),Artificial Intelligence (AI),,Computer Engineering,Unkown
981,425796663.0,ncai,Data Scientist,Confidential,Supervisor,king saud bin abdulaziz university for health sciences,"Master of Health Informatics, Excellent with First Class Honours","Bachelor’s Degree with Honours, Pharmaceutical Sciences",Data Science,Data Mining,Python,Machine Learning,Research,Project Management,,Unkown,Unkown
982,671548807.0,,,,,new jersey institute of technology,"Master of Science - MS, Data Science","Bachelor's degree, Computer Science",Multitasking,Project Management,Java,Mathematics,Problem Solving,Swift,,Computer Science,Unkown
983,663852199.0,ministry of justice - ksa,Data Scientist,Ministry of Justice - KSA,Cyber Security SOC,king saud university,"ماجستير حاسب الي, نظم المعلومات","Immersive course, Data Science",data Science modeling and visualization,Machine Learning,Python (Programming Language),Deep Learning,Computer Vision,Optical Character Recognition (OCR),الرياض السعودية,Information Systems,programming languages
984,210371178.0,microsoft power bi,Data Scientist,AES Arabia Ltd,Sr. Compensation & Benefits,tanta university,"Bachelor’s Degree, Commerce (accounting, Management, Economic and Statistics)",,Management,Financial Analysis,Leadership,Training,Accounting,Data Analysis,,Information Systems,Unkown
985,623351157.0,ministry of communications and information technology of saudi arabia,Associate Data Scientist,Qantara Sports,Business Analyst,king saud university,"Bachelor's degree, Information Systems - Specialist in Data Science",,Data Analysis,Data Visualization,علم البيانات,تحليل البيانات الإحصائية,Python,,,Information Systems,Soft skills
986,404929601.0,saudi saudi aramco,Data Scientist,Saudi Aramco,Data Specialist,ie school of human sciences and technology (hst),"Master's degree, Business Analytics and Big Data","Graduate Certificate, Data Science",Machine Learning,Predictive Analytics,Business Analytics,Programming,Business Intelligence,Project Management,,Unkown,Unkown
987,875114421.0,bmc ltd.sa,Information Technology Consultant,Metis,Data Scientist,princess nourah bint abdulrahman university,"Bachelor's degree, Information Technology",,Python (Programming Language),SQL,Pandas (Software),Seaborn,Plotly,Matplotlib,"Riyadh, Saudi Arabia",Information Technology,programming languages
988,10472339.0,saudi aramco,Senior Data Scientist,Aramco,Computational Scientist,texas a&m university,"Doctor of Philosophy (Ph.D.), Applied Mathematics","MSc, Software Engineering and Artificial Intellegence (AI)",Systems Analysis,Matlab,Simulations,Java,Fluid Dynamics,Analysis,"R&D, Dharan",Software Engineeringe,Unkown
989,736685902.0,saudi aramco,Cybersecurity Data Scientist,Saudi Digital Academy,Data Scientist,imam abdulrahman bin faisal university,"Bachelor's degree, Computer Science",,Data Science,Self Learning,Teamwork,Computer Science,Database Administration,Project Management,,Computer Science,Unkown
990,658687069.0,sdaia | سدايا,Junior Data Scientist,Naseej AAS,CO-OP Trainee,king saud university,"Bachelor's degree, Information Technology",,Team Leadership,Project Management,Event Planning,Statistical Data Analysis,Data Science,Artificial Intelligence (AI),,Information Technology,Unkown
991,121211089.0,mastercard,Data Scientist,American Express,Data Scientist (Credit Risk),indian institute of management bangalore,"Certificate, Machine Learning","Certificate, Data science",Analytics,Statistical Modeling,Tableau,Python,Talent Acquisition,Business Intelligence,Saudi Arabia,Unkown,Unkown
992,55763678.0,stc,Data Mining Consultant,stc,Data Mining Supervisor,the university of waikato,"Master's degree, Management Studies",Bachelor of Business Administration - BBA,R,Python,Machine Learning,Time Series Analysis,Deep Learning,Bash,"Riyadh, Saudi Arabia",Information Systems,Unkown
993,51933646.0,arriyadh holding company,Dotnetnuke Developer,Commission for Biotechnology & Genetic Engineering,Programmer,columbia engineering,"Postgraduate Diploma in Data Science, Data Science",ComputerMan College,Microsoft SQL Server,IT Management,C#,Databases,JavaScript,ASP.NET,,Unkown,Soft skills
994,74549791.0,ibm,"Data Scientist, Center of Excellence",IBM,Sales Operations Advisor,prince sultan university,Master of Business Administration (M.B.A.),"Bachelor of Science (BSc), Information Technology",Programming,HTML 5,Java,Optimization,Web Development,Software Engineering,,Information Systems,Unkown
995,132838838.0,future work | عمل المستقبل,Senior Analyst,alusheebeauty,Marketing Data Analyst | customer analytics ,the george washington university,"Master’s Degree, Data Science","Bachelor of Science (BS), Management information system",Machine Learning,Data Science,Digital Marketing,Data Analysis,Data Visualization,Cloud Computing,"Dubai, United Arab Emirates",Management Information Systems,Unkown
996,262049710.0,axa cooperative insurance company,Technical Lead,AXA Cooperative Insurance Company,Technical Project Manager,kaust (king abdullah university of science and technology),"MS, Computer Science","BS, Computer Science",Java,C,Programming,Software Development,Android Development,Object Oriented Design,,Computer Science,Unkown
997,481359097.0,riyad bank,Business Intelligence Specialist,Riyad Bank,Data Analyst,indiana institute of technology,"Bachelor of Science - BS, Mechanical Engineering",,Data Science,Machine Learning,English,Arabic,Data Analytics,Statistical Analysis,,Unkown,Unkown
998,381463140.0,eastern health cluster | تجمع الشرقية الصحي,population data management director ,King Fahad Specialist Hospital Dammam,Associate Data Scientist,university of leeds,"Master's degree, Data scince and analytics","Bachelor's degree (Health Information Management & Technology), Applied Medical Sciences",Project Planning,Management,Data Analysis,Healthcare Management,Clinical Research,Health Education,,Unkown,Unkown
999,671287656.0,takamol business solutions,Administrative coordinator ,Al-Jazeera Paints Factory,Network Support Engineer,king khalid university,"Master's degree, Data Science","Bachelor's degree, Computer and Information Sciences, General",data analysis,Project scheduling,team work,Time management,Leadership,Communication,,Information Systems,Unkown
1000,708495821.0,united developers المطورون المتحدون,Web Developer,United Developers المطورون المتحدون,Web Developer,king saud university,"Bachelor's, Information System",,تطوير الأعمال التجارية,تحليلات البيانات,التفكير الاستراتيجي,التحسين المستمر,العمل الجماعي,,,Information Systems,Unkown
1001,725508930.0,sdaia | سدايا,Data Scientist,ITCL - الشركة الدولية للاتصالات المحدودة,Intern,king saud university,"Bachelor's degree, Computer Science",,Leadership,Data Analysis,Artificial Intelligence (AI),Teamwork,Java,C (Programming Language),Riyadh,Computer Science,Unkown
1352,186247346.0,king abdulaziz city for science and technology,Research Associate - National Center for AI and Data Analytics,King Abdulaziz City for Science and Technology,Head of HLT and Data Analytics department,king saud university,MSc، Information Technology,BSc، Information Technology,Big Data Analytics,Machine Learning,Natural Language Processing,Systems Analysis,Software Project Management,Programming,,Information Technology,Unkown
1353,708310470.0,,,,,kent state university,Minor ، Management for Non- Business Major,"Minor ، Safety, Quality and Lean in Manufacturing",Robotics,Data Science,Internet of Things (IoT),Machine Learning,Programming,Mathematics,,Unkown,Unkown
1354,643952732.0,sabic,Data Scientist,,,king fahd university of petroleum and minerals,Bachelor's degree، Software Engineering,,Java,Teamwork,Team Leadership,C (Programming Language),C++,HTML,,Software Engineeringe,Unkown
1355,827876953.0,tech mahindra,Project Manager,Wipro,Project Lead,king fahd university of petroleum and minerals,Master of Science - MS، Artificial Intelligence,Misk Academy - Udacity Nanodegree، Deep Learning,Deep Learning,Machine Learning,Reinforcement Learning,ABAP,PyTorch,TensorFlow,"Al Khobar, Eastern, Saudi Arabia",Information Systems,Unkown
1356,703971514.0,none,Freelance Developer,SDAIA | سدايا,Junior Data Scientist ,kent state university,Bachelor's degree، Computer Science,,Software Development,Machine Learning,Deep Learning,iOS,C++,Python (Programming Language),,Computer Science,Soft skills
1357,315401481.0,لبيه | labayh,"Data Analyst, Bi",عمل مستقل,Researcher,taibah university,Master's degree، Computer Science,Bachelor’s Degree، Computer Science,SQL,C++,Data Mining,Data Analysis,Research,Programming,,Computer Science,Unkown
1358,792483328.0,sabic,"Sr. Data Scientist, Corporate Digitalization Program ",Saudi Digital Academy,Data Science BootCamp,king faisal university,M.Sc.، Computer Science,Bachelor، Computer Science,Teamwork,Analytical Skills,Good Communication Skills,Proficiency with computers and IT technology,Fluent in spoken and written Arabic and English,Python (Programming Language),,Computer Science,Unkown
1359,89584081.0,self-employed,Data Scientist,عمل مستقل,Software QA Engineer,ain shams university,"Master's degree، Electrical, Electronics and Communications Engineering",Successful، ISTQB (software testing),Matlab,RF,C,Microcontrollers,Software Engineering,Programming,,Information Systems,Unkown
1360,690889317.0,ncgr - national center for government resources sys.,Data Scientist,SDAIA | سدايا,Data Scientist,king saud university,Bachelor's degree، Computer Science,,Data Science,Data Analysis,Python (Programming Language),Java,JavaScript,C (Programming Language),,Computer Science,Unkown
1361,261120604.0,مدينة الملك عبدالعزيز للعلوم والتقنية,AI Internship Trainee,Princess Nourah Bint Abdulrahman University,Administrative Assistant,princess nourah bint abdulrahman university,Bachelor's degree، Computer Science,,Web Development,MySQL,Android Development,Data Structures,Social Media,Mobile Applications,,Computer Science,Unkown
1362,861694477.0,sdaia academy,Junior Data Scientist | T5 BootCamp,Health Sciences Research Center (HSRC) at Princess Nourah bint Abdulrahman University (PNU),Information Technology Trainee,princess nourah bint abdulrahman university,Bachelor's degree، Information Technology,,Java Language,System Administration,Database Administration,Project Management,Networking,Python (Programming Language),"Riyadh, Saudi Arabia",Information Technology,Unkown
1363,110305153.0,elm company,Senior Data Scientist,Intelexica,Director,university of wolverhampton,PhD، Evolutionary Computing,MS، Computer Science,Windows Azure,C#,Microsoft SQL Server,Machine Learning,Programming,Computer Science,"London, United Kingdom",Computer Science,Soft skills
1364,705023755.0,al zugheibi est for trading oil and food,Data Analyst,Fiverr,Data Science Freelancer,national university of sciences and technology (nust),Bachelor's degree، Computer Software Engineering,,Data Analytics,Machine Learning,SQL,Computer Networking,Cloud Computing,Virtualization,,Software Engineeringe,Unkown
1365,207539344.0,solutions by stc,AI & Analytics Chief Architect,Saudi Customs,Senior Data Scientist,faculty of computers and information - cairo university,Master's degree، Data Mining,Premaster Diploma، Decision Support,Data Mining,Business Intelligence,Operations Research,Data Analysis,SAS E-Miner,Oracle Data Miner (ODM),,Information Systems,Unkown
1366,41200657.0,stc,"Data Scientist,Customer Retention|Customer Value Management,Customer Life Cycle Management,Analytics",stc, Applications & Data Management Solution Designer - Applied Analytics Platforms,bahria university,BSE (Bachelors in Software Engineering),,PL/SQL,Integration,Oracle,Databases,SQL,Unix Shell Scripting,,Software Engineeringe,Unkown
1367,535391571.0,vision ias,Python Developer,VANISB TECHNOLOGY,Python Developer,international institute of information technology bangalore,Master's degree، AI & ML,Bachelor's degree، Computer Science,Python (Programming Language),Machine Learning,MySQL,Artificial Intelligence (AI),Microsoft Office,C,"New Delhi Area, India",Computer Science,Unkown
1368,714152079.0,aidm,Data Scientist,,,king abdulaziz university,4.79، Computer Science,,Python (Programming Language),Data Science,Laravel,English,Arabic,PyTorch,,Computer Science,Unkown
1369,819743179.0,artificial intelligence global company,Data Scientist,Aramco,Information Technology System Analyst,prince mohammad bin fahd university,Bachelor's degree، Computer Science,Data Scientist Nanodegree,Time Management,Teamwork,Communication,Java,JavaScript,C++,,Information Systems,Unkown
1370,293714276.0,mozn,Data Scientist,KAUST,Teacher Assistance for Computing Systems and Concurrency ,university of illinois urbana-champaign,Bachelor's degree with High Distinction، Mathematics and Computer Science with Minor in Computational Science and Engineering,Master of Science - MS، Computer Science,Algorithms,Distributed Systems,C++,Machine Learning,Computer Vision,Data Mining,"Thuwal, SA",Information Systems,Unkown
1371,566700858.0,siemens,HR Data Analyst,WILLIS SAUDI ARABIA CO. LTD,Medical and benefits Analysis internship ,university of michigan,Bachelor of Science - BS، Actuarial Science,Nanodegree ، Programming for Data Science,Predictive Modeling,Data Science,Machine Learning,Statistical Data Analysis,Statistics,Risk Management,"Al-Khobar Governorate, Saudi Arabia",Unkown,Unkown
1372,462308012.0,modn,data analyst and Voip Engineer at MODN,freelancer website,Data Scientist,computer and information system,Bachelor's degree، Information Technology,baccalaureate، Data scientist,Python (Programming Language),Machine Learning,Algorithms,Data Science,Natural Language Processing (NLP),Data Analysis,,Information Systems,Soft skills
1373,434346613.0,sdaia | سدايا,Principal Data Scientist ,Center for Complex Systems,Research Associate,cornell university,Master of Engineering - MEng، Computer Science,Bachelor’s Degree، Computer Science,Python,React.js,MongoDB,Programming,Social Media,Software Development,"Riyadh, Saudi Arabia",Computer Science,Unkown
1374,469916038.0,saudi saudi aramco,Reservoir Petrophysicist / Subsurfuce Data Scientist,,,the university of tulsa,Bachelor Of Geosciecne، Geology,Nano Degree، Data Science,Petrophysics,Formation Evaluation,Petrel,Geology,Programming,Well Testing,,Unkown,Unkown
1375,544027368.0,nwc,Design Engineer,Saudi Digital Academy,Data Scientist Intern,king saud university,Bachelor's degree، Electrical and Electronics Engineering,Data Analyst,Data Analyst,Microsoft Excel,Microsoft Power BI,Project Planning,Data Analysis,Project Managment,,Unkown,Unkown
1376,438298215.0,sdaia | سدايا,Junior Data scientist ,Fajr Alqassim High,Computer Science Teacher,sdaia academy,Certificate، Data science,Bachelor of computer science، Computer Science,Analytical Skills,Data Analysis,Microsoft Excel,PowerPoint,Python (Programming Language),Project Management,,Computer Science,Unkown
1377,561527594.0,confidential,Data Scientist Professional,Confidential,Data Scientist Consultant,dalhousie university,Master، Computer Science,Bachelor's degree، Computer Science,Big Data,Artificial Intelligence,Machine Learning,Data Analysis,Data Mining,Network Security,,Computer Science,Soft skills
1378,644534623.0,ministry of health saudi arabia,Clinical Epidemiology & Innovation Lead/ Riyadh 1st Health Cluster- Healthcare excellence,Ministry of Health Saudi Arabia,Epidemiologist /  Infection Control Practitioner,princess nourah bint abdulrahman university,Bachelor's of science degree، Epidemiology,,Analytical Skills,Scientific Writing,Data Science,Data Analysis,Proposal Writing,SPSS,Maternity and Children’s Hospital,Unkown,Unkown
1379,191185538.0,averroes,Data Scientist,King Faisal Specialist Hospital and Research Centre (Gen. Org.),Internship Trainee,general assembly,Data Science Immersive Program ، Data science/ Machine Learning,Bachelor of Applied Science - BASc، Epidemiology,Research,Public Speaking,Project Management,Data Analysis,Clinical Research,SQL,,Unkown,Unkown
1380,687870975.0,,,,,imam abdulrahman bin faisal university,Bachelor's degree، Artificial Intelligence,,Research,Artificial Intelligence (AI),Microsoft Word,Microsoft Excel,Microsoft PowerPoint,Python (Programming Language),,Unkown,programming languages
1381,400003174.0,badralgorithmics business services,"Founder,AI Field Management Scaled Intelligence..Simplified",ALARGAN International Real Estate Company,Business Intelligence Developer,liverpool john moores university,Bachelor of Applied Science - BASc، Artificial Intelligence,Node with React Full Stack Web Development,Python (Programming Language),Machine Learning,Artificial Intelligence (AI),Programming,Data Structures,Data Modeling,,Unkown,Soft skills
1382,751060371.0,,,,,prince sattam bin abdulaziz university,,,Data Science,Python (Programming Language),Data Visualization,Quality Management,Data Analysis,Machine Learning,,Unkown,Unkown
1383,857428148.0,sdaia academy,Junior Data Scientist ,Elm Company,Software Engineer,king saud university,Bachelor's degree، Computer Software Engineering,,Programming,UX/UI,Requirements Gathering,Web Development,Flutter,PostgreSQL,,Software Engineeringe,Soft skills
1384,722377658.0,,,,,imam abdulrahman bin faisal university,Bachelor's degree، Computer Science,,Brand Design,Logo Design,Cybersecurity,Small Business Management,Information Technology,Design,,Computer Science,Unkown
1385,709286627.0,,,,,sudan university of science and technology,Very good، computer science and technology,,Data Science,Communication,Problem Solving,Analytical Skills,Microsoft Excel,Leadership,,Computer Science,Unkown
1386,535496370.0,gosi - general organization for social insurance,Data Scientist,General Organization for Social Insurance,Solutions Architect,"california state university, fullerton",Master's degree، Computer Science,"Bachelor's degree، Computer and Information Sciences, General",R,Data Architecture,SQL Developer,Solutions Architecture,Web Services,Requirements Analysis,"ArRiyadh, Saudi Arabia",Information Systems,programming languages
1387,195555464.0,confidential (telecom company),Data Science Team Lead,General Assembly,Lead Instructor (Python Course),staffordshire university,Master of Science (M.Sc.)، Information Technology,Deep Reinforcement Nano Degree، Artificial Intelligence,Programming,Python,"Deep Learning (LSTM, CNN)",Software Engineering,Artificial Intelligence,Algorithms,"Jeddah Governorate, Saudi Arabia",Information Technology,Soft skills
1388,532626313.0,saudi aramco,Data Scientist,PMI KSA Chapter معهد إدارة المشاريع فرع المملكة العربية السعودية,Graphic Designer,imam abdulrahman bin faisal university,"Bachelor's degree، Business Administration and Management, Managment information system",Bachelor's degree، General Studies,Programming,Business Communications,Management Information Systems (MIS),Web Development,Business Administration,Management,,Information Systems,Unkown
1389,73685165.0,site سايت,"Staff Engineer, Research & Innovation",SITE سايت,Senior Data Scientist,king saud university,"Master of Science - MS، Information Technology, College of Computer and Information Sciences","Bachelor's degree، Information Technology , College of Computer and Information Sciences",Machine Learning,Social Network Analysis,Data Mining,Web Development,Web Services,Android Development,,Information Systems,Unkown
1390,612569457.0,ministry of housing - saudi arabia,Data Scientist,Saudi Digital Academy,Trainee,ball state university,Master's degree، Actuarial Science,Bachelor's degree، Mathematics,Microsoft Excel,Microsoft Office,Microsoft Word,Microsoft PowerPoint,Statistics,Data Analysis,"Al-Riyadh Governorate, Saudi Arabia",Unkown,Unkown
1391,299167480.0,saudi digital academy,Internship,,,king saud university,Bachelor of Computer & Information Sciences، Information Technology,,Microsoft Excel,Microsoft Office,Microsoft Word,Teamwork,Leadership,PowerPoint,,Information Technology,Unkown
1392,698078499.0,sdaia | سدايا,Data Scientist,Ministry of Commerce - Saudi Arabia,information securty,princess nourah bint abdulrahman university,,,Group Work,Active Learning,Self Learning,Data Analysis,Telecommunications,Information Technology,"Riyadh, Saudi Arabia",Unkown,Unkown
1393,145469398.0,elm company,Technical Lead,General Assembly,Data Scientist,webster university,Master's degree، Information Technology,Bachelor's degree، Computer Science,Machine Learning,Python (Programming Language),Cybersecurity,"Extract, Transform, Load (ETL)",Data Science,Web Services,,Computer Science,Unkown
1394,823607062.0,arab national bank,Executive Trainee,gitconnected,Technical Writer,rmit university,Master's degree، Information Technology,Data Science,Data Collection and Analysis,Data Science,Machine Learning,Programmer,Object-Oriented Programming (OOP),PHP,,Information Technology,programming languages
1395,681043267.0,thiqah business services,GDP at THIQAH Business Services,General Assembly,Software Engineer  Intern,al qussaim university,Information Technology,,Web Development,Software Development Life Cycle (SDLC),Software Development,JavaScript,Node.js,Express.js,,Information Technology,Soft skills
1396,748700281.0,sabic,Data Scientist,Mawhiba,Full Stack Developer (COOP Trainee),imam abdulrahman bin faisal university,Bachelor of Science - BS، Computer Science,,Programming,C++,Web Development,Software Development,Java,Teamwork,"Al Khobar, Eastern, Saudi Arabia",Computer Science,Unkown
1397,202306072.0,ministry of municipal and rural affairs and housing,Data Scientist,Prince Sultan University - College for Women (PSU-CW),Lecturer,depaul university,Master of Information Systems، Business Intelligence,Bachelor of Science in Information System، Information Systems,Microsoft Office,PowerPoint,C++,Data Analysis,Data Mining,Java,"Riyadh, Saudi Arabia",Information Systems,Unkown
1398,467689071.0,king fahd university of petroleum & minerals - kfupm,Data Science Associate,Aramco,COOP Student,king fahd university of petroleum and minerals,Bachelor of Science - BS، Computer Engineering,Deep Learning Nanodegree Program,Problem Solving,Python (Programming Language),Data Analysis,Computer Networking,Deep Learning,Machine Learning,,Computer Engineering,Unkown
1399,700550892.0,sdaia academy,Junior Data Scientist ,Cube Master,Web Developer,king faisal university,Bachelor's degree، Computer Information system,,Web Development,Data Science,system analysis and design,Requirements Gathering,Data Mining,Programming,,Information Systems,Unkown
1400,709466455.0,general assembly,Software Engineer - Intern,Innosoft SA,Full Stack Developer,imam abdulrahman bin faisal university,Bachelor's degree، Computer Science,,Backend Development,Front-end Development,Data Science,Data Analysis,Data Mining,Deep Learning,"Al Khobar, Eastern, Saudi Arabia",Computer Science,Soft skills
1401,430182981.0,sdaia academy,Junior Data Scientist,Saudi Post,متدرب,taibah university,Bachelor's degree، Management Information Systems,,Data Analysis,Teamwork,Googler,Modeling,Data Science,Machine Learning,المدينة المنورة,Management Information Systems,programming languages
1402,595257454.0,sdaia | سدايا,Junior Data scientist  | T5,,,coventry university,Bachelor of Engineering - BEng، Electrical and Electronics Engineering,,Machine Learning,Office 365,Programmable Logic Controller (PLC),Data Analysis,Virtualization,Data Management,,Unkown,Unkown
1403,609223533.0,national road safety center | nrsc,Civil Engineer | Data analyst ,Dar Al Riyadh Group,Civil Inspector,king saud university,Bachelor's degree، Civil Engineering,,Time Management,Team Leadership,Problem Solving,Civil Engineering,Analytical Skills,Quantity Surveying,,Unkown,Soft skills
1404,774341616.0,fintech saudi | فنتك السعودية,مطور قطاع متدرب,General Assembly Middle East,عالم بيانات متدرب,imam abdulrahman bin faisal university,بكالوريوس علوم، علوم الحاسب الآلي,مسار دقيق، التحليل التنبؤي للأعمال,Data Analysis,Data Mining,Machine Learning,Software Development,Java,Microsoft Word,,Computer Science,Unkown
1405,734454144.0,الهيئة العامة للإحصاء,Cooperative - Information Technology,,,king saud university,Bachelor of Education - BEd،  Information Systems,,Database SQL,Inoformation security,HTML,Data analysis,Network,,,Information Systems,Unkown
1406,459551600.0,sdaia | سدايا,Data Scientist,SDAIA | سدايا,Technical Account Manager,king saud university,Bachelor's degree، Computer Science,Nanodegree، Information Technology,Research,Deep Learning,Image Processing,Software Development,Object-Oriented Programming (OOP),Computer Science,"Riyadh, Saudi Arabia",Computer Science,Unkown
1407,533554457.0,machinestalk,Smart Cities Solutions Engineer,Saudi Digital Academy,Data Governance and machine learning,queen mary university of london,Master of Science - MS، Internet of Things,Bachelor's degree، Computer Science,Internet of Things (IoT),Technical Support,Deep Learning,Data Mining,Cloud Computing,AWS IoT,,Computer Science,Unkown
1408,657799319.0,sdaia | سدايا,Data Scientist - Bootcamp_T5  ,,,aou,Bachelor's degree، Information Technology,Diploma، Computer Programming,Databases,HTML,Microsoft Office,Group Work,Communication,Time Management,,Information Technology,Unkown
1409,70535500.0,king abdulaziz university,Assistant Professor,King AbdulAziz University,Lecturer,imperial college london,Doctor of Philosophy (Ph.D.)، Statistics,MSc، Applied Statistics and Data Mining,Statistics,Data Analysis,Data Mining,R,SPSS,Statistical Modeling,Statistics department,Information Systems,Unkown
1410,867012622.0,الأكاديمية السعودية الرقمية,Data Governance Bootcamp,جامعة الإمام عبد الرحمن بن فيصل,Volunteer,imam abdulrahman bin faisal university,Bachelor's degree، Computer information system,,Microsoft Office,Scheduling,Technical Writing,Analytical Skills,Systems Analysis,Adobe Photoshop,,Information Systems,Soft skills
1411,436699101.0,stc,Project Control Lead Expert,Freelancer.com,Data Scientist,высшая школа экономики,Master of Data Science، Applied Mathematics and Informatics,Pytorch Scholarship Challenge from Facebook، Computer Science,Machine Learning,Python (Programming Language),R (Programming Language),Data Analysis,Artificial Intelligence (AI),Deep Learning,Remote,Computer Science,Unkown
1412,307218803.0,sdaia academy,Data Scientist,Koinz,Senior Growth Lead,alfaisal university,Bachelor’s Degree، Software Engineering,Business Fundamentals,Teamwork,Team Leadership,Research,Project Management,Project Planning,Strategic Planning,"Riyadh, Riyadh, Saudi Arabia",Software Engineeringe,Unkown
1413,734829174.0,thiqah business services,Data analysis | Accounting Trainee,Master Works,Assistant,king saud university,Actuarial and Finanical Mathematics,,Word,Excel,R,Communication,Leadership,Data Visualization,,Unkown,Unkown
1414,52099323.0,c4ir ksa,Head of Projects Coordination,NASA - National Aeronautics and Space Administration,Datanaut,university of bridgeport,Doctor of Philosophy (Ph.D.)، Computer Science & Engineering,Tackling the Challenges of Big Data، Computer Science,Leadership,Project Management,Entrepreneurship,Cloud Computing,Product Management,IT Management,,Computer Science,Unkown
1415,687536795.0,sdaia academy,Junior Data Scientist,Health Oasis Hospital,Health Informatics Specialist ( Medical Records In-charge ),udacity,Nanodegree، Business Analysis,Bachelor's degree، Health Informatics and Information management,Artificial intelligence (AI),Analytical Skills,Automation,Teamwork,Digital transformation,Digitization,,Information Systems,Soft skills
1416,898853935.0,الأساليب الذكية smart methods,OJT as Smart Systems Engineer ,Ministry of Communications and Information Technology of Saudi Arabia,"Summer Internship , Artificial Intelligence track ",udacity,Nanodegree ، Data Analyst,درجة البكالوريوس ، علوم الحاسب الآلي,Data Analysis,Machine Learning,UI/UX Designer,Algorithms,Artificial Intelligence,Android Development,,Computer Science,programming languages
1417,397942319.0,middle east international schools,Vice Principal,Afrinomix Consulting (Pty) Ltd,Business Analyst,udacity,NanoDegree، Al for business,Nanodegree، Programming for Data Science with Python,Data Science,SQL,Business Analysis,Data Mining,Information Systems,system analysis and design,,Unkown,Unkown
1418,221236035.0,عمل مستقل,Data Analyst,"Al Qassim municipality, food safety lab, Onaizah, Saudi Arabia",Senior Chemist ,udacity,Data Analysis Professional Nanodegree، Data Analysis,Bachelor’s Degree، chemistry / physics Dept.,Data Analysis,python,Analytical Chemistry,HPLC,Chemistry,Gas Chromatography,,Management Information Systems,Unkown
1419,369785915.0,saudi data community,Member,SDAIA | سدايا,Quality Assurance Engineer,king saud university,MSC software Engineering، Software Engineering,Bachelor's Degree، Computer Science,Python,sql,Test Automation,System Analysis,Data Visualization,Data Mining,"Riyadh, Saudi Arabia",Computer Science,Soft skills
1420,537240123.0,sdaia | سدايا,Junior Data Scientist,,,king saud university,ماجستير، تقنيات تعليم,درجة البكالوريوس ، حاسب آلي,Microsoft Office,web design,problem solving,teamwork,C++,Java,,Unkown,programming languages
1421,863540993.0,sdaia | سدايا,Junior data scientist ,Ministry of Communications and Information Technology of Saudi Arabia,Internship Trainee,king abdulaziz university,Bachelor's degree، Information Technology,,Problem Solving,SQL,Teamwork,English,Systems Analysis,Information Technology,,Information Technology,Unkown
1422,848921537.0,sdaia | سدايا,"Junior Data Scientist  , T5 Bootcamp in Data Science and AI",Ministry of National Guard Health Affairs (MNG-HA),Health Informatician,king saud university بن عبد العزيز للعلوم الصحية,Bachelor's degree of Health Informatics، College of Public Health and Health Informatics,,Project Management,Analytical Skills,Communication,Management,Problem Solving,Leadership,,Unkown,programming languages
1423,524591175.0,sdaia | سدايا,Junior Data Scientist at SDAIA Academy,,,royal commission for yanbu colleges & institutes,Bachelor's degree with Honor، Management Information Systems,Enterprise Resource Planning with SAP S/4HANA (TS410),Problem Solving,Communication,Microsoft Office,Data Analysis,Statistical Data Analysis,Data Visualization,,Management Information Systems,programming languages
